Basic gauge opt: block took 27.875412404002418 seconds
         14211123 function calls (14072031 primitive calls) in 29.074 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      140    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
       26    0.000    0.000    0.000    0.000 cache.py:96(memoized)
        2    0.000    0.000    0.000    0.000 traitlets.py:1688(instance_init)
       38    0.000    0.000    0.000    0.000 pyparsing.py:1816(__str__)
        3    0.000    0.000    0.000    0.000 traitlets.py:514(instance_init)
       72    0.000    0.000    0.000    0.000 numerictypes.py:127(english_lower)
        1    0.000    0.000    0.000    0.000 response.py:7(<module>)
        1    0.000    0.000    0.000    0.000 builtin_trap.py:8(<module>)
        1    0.000    0.000    0.000    0.000 oinspect.py:57(<setcomp>)
        1    0.000    0.000    0.000    0.000 enums.py:5(<module>)
       60    0.000    0.000    0.000    0.000 _inspect.py:146(<lambda>)
        1    0.000    0.000    0.000    0.000 prompts.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:854(RcParams)
       81    0.000    0.000    0.000    0.000 six.py:139(__init__)
       77    0.000    0.000    0.000    0.000 from_dict.py:21(_colorformat)
      184    0.000    0.000    0.000    0.000 pyparsing.py:2275(<genexpr>)
       48    0.000    0.000    0.000    0.000 rcsetup.py:95(<listcomp>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1839(Regex)
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
        1    0.000    0.000    0.000    0.000 structures.py:8(<module>)
        2    0.000    0.000    0.000    0.000 shape_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rrule.py:109(rrulebase)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1612(_make_netmask)
      151    0.000    0.000    0.000    0.000 argparse.py:556(_metavar_formatter)
       68    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedRandom' objects}
       16    0.000    0.000    0.000    0.000 shape_base.py:674(get_array_wrap)
       68    0.000    0.000    0.000    0.000 ipaddress.py:1251(__init__)
        4    0.000    0.000    0.000    0.000 polynomial.py:1045(__init__)
        1    0.000    0.000    0.000    0.000 _cm.py:6(<module>)
        1    0.000    0.000    0.000    0.000 stringprep.py:6(<module>)
       86    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:892(__init__)
        1    0.000    0.000    0.000    0.000 callbacks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lbfgsb.py:395(__init__)
        1    0.000    0.000    0.000    0.000 base.py:62(spmatrix)
        1    0.000    0.000    0.000    0.000 numerictypes.py:451(_set_array_types)
      124    0.000    0.000    0.000    0.000 __init__.py:1896(__init__)
        4    0.000    0.000    0.000    0.000 inspect.py:554(getdoc)
      116    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
      115    0.000    0.000    0.000    0.000 _util.py:163(check_random_state)
        1    0.000    0.000    0.000    0.000 jpcntx.py:31(<module>)
        1    0.000    0.000    0.000    0.000 input_processor.py:8(<module>)
        1    0.000    0.000    0.000    0.000 orthogonal.py:90(<module>)
        1    0.000    0.000    0.000    0.000 display.py:365(FileLinks)
       82    0.000    0.000    0.000    0.000 pkgutil.py:397(get_importer)
       15    0.000    0.000    0.000    0.000 enum.py:361(_get_mixins_)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1203(__init__)
       77    0.000    0.000    0.000    0.000 six.py:557(iteritems)
        1    0.000    0.000    0.000    0.000 profiledir.py:29(ProfileDir)
        1    0.000    0.000    0.000    0.000 gatestringstructure.py:92(GatestringStructure)
        1    0.000    0.000    0.000    0.000 _methods.py:5(<module>)
        1    0.000    0.000    0.000    0.000 extensions.py:2(<module>)
       10    0.000    0.000    0.000    0.000 pyparsing.py:3810(__init__)
      200    0.000    0.000    0.000    0.000 colors.py:363(<genexpr>)
        1    0.000    0.000    0.000    0.000 bsr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:1781(Affine2D)
       12    0.000    0.000    0.000    0.000 ctypeslib.py:330(prep_simple)
        3    0.000    0.000    0.000    0.000 _pslinux.py:179(open_binary)
       10    0.000    0.000    0.000    0.000 pyparsing.py:2854(__init__)
       86    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
        1    0.000    0.000    0.000    0.000 numeric.py:372(<listcomp>)
       81    0.000    0.000    0.000    0.000 specifiers.py:594(<listcomp>)
        1    0.000    0.000    0.000    0.000 multidataset.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bezier.py:3(<module>)
        1    0.000    0.000    0.000    0.000 gatestring.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mathtext.py:663(BakomaFonts)
      124    0.000    0.000    0.000    0.000 pyparsing.py:2112(__str__)
       48    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        1    0.000    0.000    0.000    0.000 display.py:641(Image)
        1    0.000    0.000    0.000    0.000 parser.py:482(__init__)
       57    0.000    0.000    0.000    0.000 __init__.py:19(__new__)
        1    0.000    0.000    0.000    0.000 display_trap.py:9(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:353(<listcomp>)
        1    0.000    0.000    0.000    0.000 magic.py:286(MagicsManager)
       16    0.000    0.000    0.000    0.000 pyparsing.py:883(setParseAction)
       67    0.000    0.000    0.000    0.000 os.py:800(decode)
        8    0.000    0.000    0.000    0.000 numeric.py:2576(seterr)
      254    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        1    0.000    0.000    0.000    0.000 connection.py:107(_has_ipv6)
       47    0.000    0.000    0.000    0.000 ipaddress.py:158(_split_optional_netmask)
        1    0.000    0.000    0.000    0.000 parser.py:279(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:1216(_ActionsContainer)
        6    0.000    0.000    0.000    0.000 functools.py:422(decorating_function)
        1    0.000    0.000    0.000    0.000 dashboard_objs.py:9(<module>)
        7    0.000    0.000    0.000    0.000 contextlib.py:57(__enter__)
        4    0.000    0.000    0.000    0.000 inspect.py:573(cleandoc)
       53    0.000    0.000    0.000    0.000 pyparsing.py:3540(<genexpr>)
      126    0.000    0.000    0.000    0.000 token.py:24(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3165(delimitedList)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1162(TimerBase)
        1    0.000    0.000    0.000    0.000 threading.py:1188(__init__)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
       23    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.empty}
        8    0.000    0.000    0.000    0.000 six.py:89(__get__)
        1    0.000    0.000    0.000    0.000 _expm_multiply.py:2(<module>)
       84    0.000    0.000    0.000    0.000 traitlets.py:181(is_trait)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        2    0.000    0.000    0.000    0.000 subprocess.py:1618(wait)
      399    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        9    0.000    0.000    0.000    0.000 warnings.py:62(simplefilter)
       16    0.000    0.000    0.000    0.000 re.py:240(escape)
        3    0.000    0.000    0.000    0.000 __init__.py:146(compare_versions)
       83    0.000    0.000    0.000    0.000 pyparsing.py:1070(resetCache)
        1    0.000    0.000    0.000    0.000 os.py:1049(close)
        1    0.000    0.000    0.000    0.000 stdinput.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cycler.py:41(<module>)
        1    0.000    0.000    0.000    0.000 _pslinux.py:394(cpu_times)
       64    0.000    0.000    0.000    0.000 __init__.py:894(__getitem__)
        1    0.000    0.000    0.000    0.000 digraphs.py:2(<module>)
        1    0.000    0.000    0.000    0.000 interface.py:618(_AdjointMatrixOperator)
      168    0.000    0.000    0.000    0.000 pyparsing.py:3229(<genexpr>)
        1    0.000    0.000    0.000    0.000 capture.py:2(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:781(_construct_lookups)
        3    0.000    0.000    0.000    0.000 pyparsing.py:1985(__call__)
       24    0.000    0.000    0.000    0.000 {built-in method posix.access}
        8    0.000    0.000    0.000    0.000 pyparsing.py:3423(<genexpr>)
       14    0.000    0.000    0.000    0.000 warnings.py:78(_add_filter)
      134    0.000    0.000    0.000    0.000 abc.py:9(abstractmethod)
        8    0.000    0.000    0.000    0.000 pyparsing.py:4742(<genexpr>)
        1    0.000    0.000    0.000    0.000 csc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
      370    0.000    0.000    0.000    0.000 inspect.py:2743(return_annotation)
        7    0.000    0.000    0.000    0.000 contextlib.py:63(__exit__)
        1    0.000    0.000    0.000    0.000 verbosityprinter.py:168(build_printer)
        1    0.000    0.000    0.000    0.000 decomp.py:15(<module>)
        6    0.000    0.000    0.000    0.000 patches.py:1735(<listcomp>)
        1    0.000    0.000    0.000    0.000 relativedelta.py:2(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1903(QuotedString)
        1    0.000    0.000    0.000    0.000 nosetester.py:6(<module>)
        6    0.000    0.000    0.000    0.000 pyparsing.py:4740(<lambda>)
        1    0.000    0.000    0.000    0.000 _bvp.py:1(<module>)
       22    0.000    0.000    0.000    0.000 rcsetup.py:62(<listcomp>)
        6    0.000    0.000    0.000    0.000 pyparsing.py:3421(<lambda>)
        1    0.000    0.000    0.000    0.000 _add_newdocs.py:1(<module>)
       81    0.000    0.000    0.000    0.000 pyparsing.py:2213(parseImpl)
        1    0.000    0.000    0.000    0.000 prompt.py:1(<module>)
        9    0.000    0.000    0.000    0.000 pyparsing.py:1429(suppress)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1075(_make_netmask)
       20    0.000    0.000    0.000    0.000 pyparsing.py:2666(parseImpl)
        1    0.000    0.000    0.000    0.000 matrixevaltree.py:1(<module>)
        1    0.000    0.000    0.000    0.000 wildcard.py:8(<module>)
        1    0.000    0.000    0.000    0.000 collections.py:36(Collection)
        1    0.000    0.000    0.000    0.000 verbosityprinter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 expect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:63(LazyConfigValue)
       68    0.000    0.000    0.000    0.000 {method 'tostring' of 'numpy.ndarray' objects}
      136    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 <string>:5(Traceback)
        1    0.000    0.000    0.000    0.000 units.py:44(<module>)
        5    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
       56    0.000    0.000    0.000    0.000 pyparsing.py:2390(parseImpl)
      108    0.000    0.000    0.000    0.000 _weakrefset.py:16(__init__)
        5    0.000    0.000    0.000    0.000 traitlets.py:483(_dynamic_default_callable)
        1    0.000    0.000    0.000    0.000 ipaddress.py:598(_BaseNetwork)
       76    0.000    0.000    0.000    0.000 pyparsing.py:186(__init__)
       81    0.000    0.000    0.000    0.000 specifiers.py:673(__iter__)
      491    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        4    0.000    0.000    0.000    0.000 numeric.py:2967(__enter__)
        1    0.000    0.000    0.000    0.000 spawnbase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:982(__exit__)
       10    0.000    0.000    0.000    0.000 getlimits.py:151(<lambda>)
      258    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       18    0.000    0.000    0.000    0.000 argparse.py:233(start_section)
        1    0.000    0.000    0.000    0.000 compilerop.py:11(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:1815(timezone)
       11    0.000    0.000    0.000    0.000 six.py:159(_resolve)
       15    0.000    0.000    0.000    0.000 enum.py:84(__prepare__)
       31    0.000    0.000    0.000    0.000 gate.py:372(__setstate__)
      245    0.000    0.000    0.000    0.000 pyparsing.py:499(<lambda>)
        1    0.000    0.000    0.000    0.000 quadrature.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:412(get_provider)
        1    0.000    0.000    0.000    0.000 dok.py:1(<module>)
        8    0.000    0.000    0.000    0.000 pyparsing.py:2494(__str__)
        1    0.000    0.000    0.000    0.000 format.py:149(<module>)
        1    0.000    0.000    0.000    0.000 pydoc.py:1656(Helper)
        1    0.000    0.000    0.000    0.000 result.py:24(TestResult)
        5    0.000    0.000    0.000    0.000 weakref.py:101(__init__)
        4    0.000    0.000    0.000    0.000 sre_parse.py:846(parse_template)
        1    0.000    0.000    0.000    0.000 _differentialevolution.py:4(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:107(_WindowsFlavour)
        1    0.000    0.000    0.000    0.000 gatecalc.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:998(_open_file_or_url)
        1    0.000    0.000    0.000    0.000 lines.py:191(Line2D)
       16    0.000    0.000    0.000    0.000 _bootlocale.py:23(getpreferredencoding)
        1    0.000    0.000    0.000    0.000 docstring.py:1(<module>)
        1    0.000    0.000    0.000    0.000 twodim_base.py:3(<module>)
       44    0.000    0.000    0.000    0.000 colors.py:214(is_color_like)
        2    0.000    0.000    0.000    0.000 py3compat.py:42(wrapper)
        1    0.000    0.000    0.000    0.000 filter.py:10(<module>)
       16    0.000    0.000    0.000    0.000 pyparsing.py:2873(__str__)
        1    0.000    0.000    0.000    0.000 compattools.py:19(isint)
        7    0.000    0.000    0.000    0.000 pyparsing.py:3894(__init__)
       30    0.000    0.000    0.000    0.000 spamvec.py:184(__setstate__)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
        2    0.000    0.000    0.000    0.000 tempfile.py:160(<listcomp>)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
      152    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
       27    0.000    0.000    0.000    0.000 argparse.py:1476(_get_handler)
        5    0.000    0.000    0.000    0.000 traitlets.py:2148(__init__)
