Basic gauge opt: block took 27.875412404002418 seconds
         14211123 function calls (14072031 primitive calls) in 29.074 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 __init__.py:752(Handler)
        1    0.000    0.000    0.000    0.000 <string>:5(Anderson_ksampResult)
        1    0.000    0.000    0.000    0.000 cycler.py:77(Cycler)
        1    0.000    0.000    0.000    0.000 afm.py:341(AFM)
        1    0.000    0.000    0.000    0.000 workspace.py:682(Switchboard)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2209(__init__)
        1    0.000    0.000    0.000    0.000 <string>:5(manifest_mod)
        1    0.000    0.000    0.000    0.000 processors.py:489(TabsProcessor)
        1    0.000    0.000    0.000    0.000 <string>:5(PointbiserialrResult)
        1    0.000    0.000    0.000    0.000 coo.py:21(coo_matrix)
        1    0.000    0.000    0.000    0.000 slicetools.py:1(<module>)
       18    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 <string>:5(ClosureVars)
        1    0.000    0.000    0.000    0.000 <string>:5(SigmaclipResult)
        1    0.000    0.000    0.000    0.000 _pslinux.py:406(<listcomp>)
        2    0.000    0.000    0.000    0.000 subprocess.py:994(__del__)
        1    0.000    0.000    0.000    0.000 relativedelta.py:42(<listcomp>)
        4    0.000    0.000    0.000    0.000 {built-in method math.log}
        6    0.000    0.000    0.000    0.000 version.py:312(<listcomp>)
        1    0.000    0.000    0.000    0.000 workspace.py:182(Workspace)
        1    0.000    0.000    0.000    0.000 pstats.py:32(Stats)
        1    0.000    0.000    0.000    0.000 traitlets.py:409(TraitType)
        1    0.000    0.000    0.000    0.000 relativedelta.py:45(relativedelta)
        1    0.000    0.000    0.000    0.000 traitlets.py:1854(Int)
        1    0.000    0.000    0.000    0.000 display_trap.py:32(DisplayTrap)
        1    0.000    0.000    0.000    0.000 interface.py:53(LinearOperator)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1453(__init__)
        1    0.000    0.000    0.000    0.000 core.py:5902(mvoid)
       46    0.000    0.000    0.000    0.000 pyparsing.py:3502(<genexpr>)
        9    0.000    0.000    0.000    0.000 __future__.py:79(__init__)
        1    0.000    0.000    0.000    0.000 <string>:5(ModeResult)
        1    0.000    0.000    0.000    0.000 <string>:5(AndersonResult)
        1    0.000    0.000    0.000    0.000 subprocess.py:830(Popen)
        1    0.000    0.000    0.000    0.000 codeop.py:61(<listcomp>)
        1    0.000    0.000    0.000    0.000 <string>:5(Size)
        1    0.000    0.000    0.000    0.000 numeric.py:2978(_setdef)
        1    0.000    0.000    0.000    0.000 <string>:5(pio)
        1    0.000    0.000    0.000    0.000 tools.py:1413(FigureFactory)
        1    0.000    0.000    0.000    0.000 collections.py:769(_CollectionWithSizes)
        1    0.000    0.000    0.000    0.000 ultratb.py:804(VerboseTB)
        1    0.000    0.000    0.000    0.000 __init__.py:1207(_fixupChildren)
        1    0.000    0.000    0.000    0.000 <string>:5(_ProcessedLine)
        1    0.000    0.000    0.000    0.000 threading.py:201(Condition)
        1    0.000    0.000    0.000    0.000 <string>:5(scpustats)
        4    0.000    0.000    0.000    0.000 sre_parse.py:855(addgroup)
        1    0.000    0.000    0.000    0.000 gate.py:383(GateMatrix)
        1    0.000    0.000    0.000    0.000 threading.py:891(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 mathtext.py:776(UnicodeFonts)
        1    0.000    0.000    0.000    0.000 ipaddress.py:385(_IPAddressBase)
        1    0.000    0.000    0.000    0.000 threading.py:240(__exit__)
        1    0.000    0.000    0.000    0.000 <string>:5(suser)
        1    0.000    0.000    0.000    0.000 <string>:5(BinnedStatisticddResult)
        3    0.000    0.000    0.000    0.000 posixpath.py:136(basename)
        1    0.000    0.000    0.000    0.000 threading.py:332(notify)
        1    0.000    0.000    0.000    0.000 _multivariate.py:174(multi_rv_generic)
       88    0.000    0.000    0.000    0.000 __init__.py:2373(_reload_version)
        1    0.000    0.000    0.000    0.000 <string>:5(BartlettResult)
        1    0.000    0.000    0.000    0.000 <string>:5(Power_divergenceResult)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3215(ParseExpression)
        1    0.000    0.000    0.000    0.000 <string>:5(LeveneResult)
       13    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 spawnbase.py:22(SpawnBase)
       39    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
       20    0.000    0.000    0.000    0.000 argparse.py:629(_get_default_metavar_for_positional)
        1    0.000    0.000    0.000    0.000 transforms.py:1633(AffineBase)
        1    0.000    0.000    0.000    0.000 gzip.py:110(GzipFile)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1942(gamma_gen)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4135(__ilshift__)
        1    0.000    0.000    0.000    0.000 formatters.py:694(MarkdownFormatter)
        1    0.000    0.000    0.000    0.000 models.py:263(PreparedRequest)
        1    0.000    0.000    0.000    0.000 history.py:15(History)
        1    0.000    0.000    0.000    0.000 __init__.py:418(Formatter)
        1    0.000    0.000    0.000    0.000 formatters.py:725(PNGFormatter)
        8    0.000    0.000    0.000    0.000 coloransi.py:158(add_scheme)
        1    0.000    0.000    0.000    0.000 inspect.py:2634(Signature)
        1    0.000    0.000    0.000    0.000 code.py:163(InteractiveConsole)
        1    0.000    0.000    0.000    0.000 extras.py:1414(__init__)
        1    0.000    0.000    0.000    0.000 <string>:5(F_onewayResult)
        1    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 cmd.py:52(Cmd)
        1    0.000    0.000    0.000    0.000 <string>:5(Ttest_indResult)
        1    0.000    0.000    0.000    0.000 base.py:15(EventLoop)
        1    0.000    0.000    0.000    0.000 formatters.py:677(HTMLFormatter)
        1    0.000    0.000    0.000    0.000 dok.py:28(dok_matrix)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2705(__init__)
        1    0.000    0.000    0.000    0.000 <string>:5(KstestResult)
        1    0.000    0.000    0.000    0.000 <string>:5(FriedmanchisquareResult)
        1    0.000    0.000    0.000    0.000 <string>:5(RanksumsResult)
        9    0.000    0.000    0.000    0.000 rcsetup.py:73(_listify_validator)
        1    0.000    0.000    0.000    0.000 fitpack2.py:70(UnivariateSpline)
        1    0.000    0.000    0.000    0.000 spamvec.py:112(SPAMVec)
        1    0.000    0.000    0.000    0.000 <string>:5(MannwhitneyuResult)
        1    0.000    0.000    0.000    0.000 <string>:5(pctxsw)
        1    0.000    0.000    0.000    0.000 <string>:5(Ks_2sampResult)
        2    0.000    0.000    0.000    0.000 warnings.py:350(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2724(Regex)
        1    0.000    0.000    0.000    0.000 __init__.py:1556(LoggerAdapter)
       45    0.000    0.000    0.000    0.000 py3compat.py:12(no_code)
        2    0.000    0.000    0.000    0.000 enum.py:509(__hash__)
        7    0.000    0.000    0.000    0.000 opcode.py:49(jrel_op)
        1    0.000    0.000    0.000    0.000 <string>:5(WilcoxonResult)
        2    0.000    0.000    0.000    0.000 mlab.py:3031(__init__)
        1    0.000    0.000    0.000    0.000 <string>:5(AnsariResult)
        1    0.000    0.000    0.000    0.000 zipfile.py:473(_ZipDecrypter)
        1    0.000    0.000    0.000    0.000 loader.py:66(TestLoader)
        1    0.000    0.000    0.000    0.000 _collections.py:101(HTTPHeaderDict)
        1    0.000    0.000    0.000    0.000 <string>:5(RepeatedResults)
        1    0.000    0.000    0.000    0.000 specifiers.py:78(_IndividualSpecifier)
        1    0.000    0.000    0.000    0.000 collections.py:1211(EventCollection)
        1    0.000    0.000    0.000    0.000 sessions.py:309(Session)
        1    0.000    0.000    0.000    0.000 <string>:5(KruskalResult)
        1    0.000    0.000    0.000    0.000 <string>:5(FlignerResult)
        1    0.000    0.000    0.000    0.000 textpath.py:25(TextToPath)
        1    0.000    0.000    0.000    0.000 connectionpool.py:97(HTTPConnectionPool)
        1    0.000    0.000    0.000    0.000 subprocess.py:374(CalledProcessError)
        1    0.000    0.000    0.000    0.000 retry.py:27(Retry)
        1    0.000    0.000    0.000    0.000 error.py:39(HTTPError)
        4    0.000    0.000    0.000    0.000 <string>:12(__new__)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 dataset.py:135(DataSet)
        1    0.000    0.000    0.000    0.000 <string>:5(KendalltauResult)
        1    0.000    0.000    0.000    0.000 <string>:5(pgids)
        1    0.000    0.000    0.000    0.000 <string>:5(Ttest_1sampResult)
        1    0.000    0.000    0.000    0.000 __init__.py:605(WorkingSet)
        1    0.000    0.000    0.000    0.000 <string>:5(NormaltestResult)
        1    0.000    0.000    0.000    0.000 dviread.py:43(Dvi)
        1    0.000    0.000    0.000    0.000 tokenize.py:98(TokenInfo)
        3    0.000    0.000    0.000    0.000 sre_parse.py:278(seek)
        1    0.000    0.000    0.000    0.000 protectedarray.py:5(ProtectedArray)
        1    0.000    0.000    0.000    0.000 traitlets.py:594(_cross_validate)
        1    0.000    0.000    0.000    0.000 cgi.py:362(FieldStorage)
        1    0.000    0.000    0.000    0.000 argparse.py:902(__init__)
        1    0.000    0.000    0.000    0.000 six.py:453(Module_six_moves_urllib)
        3    0.000    0.000    0.000    0.000 six.py:164(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 cm.py:169(ScalarMappable)
        2    0.000    0.000    0.000    0.000 sre_parse.py:931(expand_template)
        1    0.000    0.000    0.000    0.000 <string>:5(SpearmanrResult)
        1    0.000    0.000    0.000    0.000 formatters.py:834(PDFFormatter)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:1306(rv_continuous)
        1    0.000    0.000    0.000    0.000 inspect.py:2367(Parameter)
        1    0.000    0.000    0.000    0.000 os.py:864(fsdecode)
        3    0.000    0.000    0.000    0.000 skipdoctest.py:35(skip_doctest_py3)
        1    0.000    0.000    0.000    0.000 <string>:5(pionice)
        4    0.000    0.000    0.000    0.000 __init__.py:308(wrap)
        1    0.000    0.000    0.000    0.000 <string>:5(Variance)
        1    0.000    0.000    0.000    0.000 <string>:5(Ttest_relResult)
        1    0.000    0.000    0.000    0.000 formatters.py:743(JPEGFormatter)
        1    0.000    0.000    0.000    0.000 records.py:298(recarray)
        2    0.000    0.000    0.000    0.000 sputils.py:215(issequence)
        2    0.000    0.000    0.000    0.000 reprlib.py:41(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1673(ZipProvider)
        1    0.000    0.000    0.000    0.000 specifiers.py:589(SpecifierSet)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2854(__init__)
        1    0.000    0.000    0.000    0.000 retry.py:152(__init__)
        4    0.000    0.000    0.000    0.000 {method 'copy' of 'mappingproxy' objects}
        6    0.000    0.000    0.000    0.000 patches.py:1729(<listcomp>)
        1    0.000    0.000    0.000    0.000 evaltree.py:16(EvalTree)
        1    0.000    0.000    0.000    0.000 compat.py:22(<module>)
        1    0.000    0.000    0.000    0.000 completer.py:227(CompletionSplitter)
        1    0.000    0.000    0.000    0.000 workspace.py:1533(WorkspaceTable)
        1    0.000    0.000    0.000    0.000 _trustregion.py:14(BaseQuadraticSubproblem)
        2    0.000    0.000    0.000    0.000 pyparsing.py:621(__getattr__)
        1    0.000    0.000    0.000    0.000 gatemapcalc.py:29(GateMapCalc)
       26    0.000    0.000    0.000    0.000 {method 'getrandbits' of '_random.Random' objects}
        7    0.000    0.000    0.000    0.000 rrule.py:65(__init__)
        1    0.000    0.000    0.000    0.000 selectors.py:79(BaseSelector)
        2    0.000    0.000    0.000    0.000 warnings.py:388(__exit__)
        1    0.000    0.000    0.000    0.000 containers.py:39(Container)
        4    0.000    0.000    0.000    0.000 util.py:107(make_analysator)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3181(ToolContainerBase)
        1    0.000    0.000    0.000    0.000 containers.py:593(WindowRenderInfo)
        4    0.000    0.000    0.000    0.000 six.py:554(itervalues)
        1    0.000    0.000    0.000    0.000 exporter.py:15(Exporter)
        1    0.000    0.000    0.000    0.000 gate.py:314(Gate)
        1    0.000    0.000    0.000    0.000 _cm.py:59(cubehelix)
        1    0.000    0.000    0.000    0.000 input_processor.py:261(KeyPressEvent)
        1    0.000    0.000    0.000    0.000 rrule.py:1393(_rrulestr)
        1    0.000    0.000    0.000    0.000 output.py:152(DummyOutput)
        1    0.000    0.000    0.000    0.000 tarfile.py:602(_FileInFile)
        1    0.000    0.000    0.000    0.000 dia.py:18(dia_matrix)
        1    0.000    0.000    0.000    0.000 url.py:14(Url)
        5    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        1    0.000    0.000    0.000    0.000 backend_tools.py:318(ToolQuit)
        1    0.000    0.000    0.000    0.000 skipdoctest.py:6(<module>)
        3    0.000    0.000    0.000    0.000 six.py:173(__init__)
        1    0.000    0.000    0.000    0.000 interpolate.py:1760(NdPPoly)
        1    0.000    0.000    0.000    0.000 formatters.py:708(SVGFormatter)
        1    0.000    0.000    0.000    0.000 widgets.py:1365(SpanSelector)
        1    0.000    0.000    0.000    0.000 widgets.py:1136(_SelectorWidget)
        1    0.000    0.000    0.000    0.000 getlimits.py:195(iinfo)
        1    0.000    0.000    0.000    0.000 __init__.py:9(__init__)
        3    0.000    0.000    0.000    0.000 datetime.py:1838(_create)
        1    0.000    0.000    0.000    0.000 formatters.py:778(JSONFormatter)
        1    0.000    0.000    0.000    0.000 logger.py:28(Logger)
        1    0.000    0.000    0.000    0.000 parser.py:228(parserinfo)
        1    0.000    0.000    0.000    0.000 csc.py:20(csc_matrix)
        1    0.000    0.000    0.000    0.000 connectionpool.py:58(ConnectionPool)
        1    0.000    0.000    0.000    0.000 ultratb.py:484(TBTools)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1362(IPv4Interface)
        1    0.000    0.000    0.000    0.000 backend_tools.py:550(ToolHome)
        1    0.000    0.000    0.000    0.000 tz.py:56(tzoffset)
        1    0.000    0.000    0.000    0.000 plotly.py:872(grid_ops)
        1    0.000    0.000    0.000    0.000 sputils.py:15(<listcomp>)
        1    0.000    0.000    0.000    0.000 index_tricks.py:447(__init__)
        1    0.000    0.000    0.000    0.000 backend_tools.py:361(ToolGrid)
        1    0.000    0.000    0.000    0.000 transforms.py:1512(TransformWrapper)
        1    0.000    0.000    0.000    0.000 formatters.py:818(JavascriptFormatter)
        1    0.000    0.000    0.000    0.000 fontconfig_pattern.py:36(FontconfigPatternParser)
       15    0.000    0.000    0.000    0.000 argparse.py:587(<listcomp>)
        1    0.000    0.000    0.000    0.000 _common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 models.py:60(RequestEncodingMixin)
        2    0.000    0.000    0.000    0.000 encoding.py:21(get_stream_enc)
        1    0.000    0.000    0.000    0.000 <string>:5(KurtosistestResult)
        1    0.000    0.000    0.000    0.000 __init__.py:462(__init__)
        1    0.000    0.000    0.000    0.000 difflib.py:1703(HtmlDiff)
        2    0.000    0.000    0.000    0.000 tokenize.py:113(maybe)
        1    0.000    0.000    0.000    0.000 backend_tools.py:33(ToolBase)
        1    0.000    0.000    0.000    0.000 <string>:5(Std_dev)
        1    0.000    0.000    0.000    0.000 _datasource.py:504(Repository)
        1    0.000    0.000    0.000    0.000 transforms.py:1108(Transform)
        2    0.000    0.000    0.000    0.000 rcsetup.py:292(__call__)
        1    0.000    0.000    0.000    0.000 _internal.py:200(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 tarfile.py:328(_Stream)
        1    0.000    0.000    0.000    0.000 interpolate.py:1218(BPoly)
        1    0.000    0.000    0.000    0.000 cbook.py:1325(Stack)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2056(IPv6Interface)
        1    0.000    0.000    0.000    0.000 <string>:5(SkewtestResult)
        1    0.000    0.000    0.000    0.000 utils.py:105(PlotlyJSONEncoder)
       17    0.000    0.000    0.000    0.000 pyparsing.py:1435(leaveWhitespace)
        1    0.000    0.000    0.000    0.000 __init__.py:1439(NullProvider)
        1    0.000    0.000    0.000    0.000 transforms.py:2055(BlendedGenericTransform)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.set_string_function}
        1    0.000    0.000    0.000    0.000 ImageFilter.py:62(RankFilter)
        3    0.000    0.000    0.000    0.000 __init__.py:1080(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:126(<setcomp>)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:17(Gcf)
        1    0.000    0.000    0.000    0.000 textpath.py:412(TextPath)
        1    0.000    0.000    0.000    0.000 __init__.py:1152(ResourceManager)
        1    0.000    0.000    0.000    0.000 backend_tools.py:24(Cursors)
        1    0.000    0.000    0.000    0.000 mathtext.py:43(<listcomp>)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2964(__init__)
        1    0.000    0.000    0.000    0.000 connection.py:208(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 loader.py:158(Config)
        1    0.000    0.000    0.000    0.000 cycler.py:55(_process_keys)
        1    0.000    0.000    0.000    0.000 __init__.py:63(install)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2963(__lshift__)
        1    0.000    0.000    0.000    0.000 display.py:480(SVG)
        9    0.000    0.000    0.000    0.000 cbook.py:140(deprecated)
        1    0.000    0.000    0.000    0.000 plotly.py:1362(dashboard_ops)
        1    0.000    0.000    0.000    0.000 tarfile.py:2402(TarIter)
        1    0.000    0.000    0.000    0.000 tz.py:199(tzfile)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4122(__lshift__)
        1    0.000    0.000    0.000    0.000 cookiejar.py:863(DefaultCookiePolicy)
        1    0.000    0.000    0.000    0.000 _ode.py:694(vode)
        3    0.000    0.000    0.000    0.000 datetime.py:40(_days_before_year)
        2    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 loader.py:76(__init__)
        1    0.000    0.000    0.000    0.000 csv.py:79(DictReader)
        2    0.000    0.000    0.000    0.000 lexer.py:339(using)
        1    0.000    0.000    0.000    0.000 npyio.py:95(NpzFile)
        6    0.000    0.000    0.000    0.000 six.py:180(find_module)
        6    0.000    0.000    0.000    0.000 opcode.py:53(jabs_op)
        1    0.000    0.000    0.000    0.000 nonlin.py:690(LowRankMatrix)
        2    0.000    0.000    0.000    0.000 cm.py:61(<listcomp>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2579(FigureManagerBase)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:73(_QByteMap)
        1    0.000    0.000    0.000    0.000 tokenize.py:112(any)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 cbook.py:672(__init__)
        1    0.000    0.000    0.000    0.000 ipstruct.py:28(Struct)
        1    0.000    0.000    0.000    0.000 queue.py:21(Queue)
        1    0.000    0.000    0.000    0.000 arrayterator.py:20(Arrayterator)
        1    0.000    0.000    0.000    0.000 graph_objs.py:40(PlotlyBase)
        1    0.000    0.000    0.000    0.000 input.py:26(Input)
        9    0.000    0.000    0.000    0.000 magic_arguments.py:198(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        3    0.000    0.000    0.000    0.000 __init__.py:476(CFunctionType)
        1    0.000    0.000    0.000    0.000 widgets.py:1574(ToolHandles)
        1    0.000    0.000    0.000    0.000 _spherical_voronoi.py:91(SphericalVoronoi)
        1    0.000    0.000    0.000    0.000 pydoc.py:1014(__init__)
        1    0.000    0.000    0.000    0.000 dates.py:800(RRuleLocator)
        1    0.000    0.000    0.000    0.000 core.py:6289(__init__)
        6    0.000    0.000    0.000    0.000 core.py:841(__init__)
        2    0.000    0.000    0.000    0.000 tempfile.py:97(_infer_return_type)
        1    0.000    0.000    0.000    0.000 inputtransformer.py:46(InputTransformer)
        1    0.000    0.000    0.000    0.000 gate.py:1250(LinearlyParameterizedGate)
        1    0.000    0.000    0.000    0.000 results.py:441(Results)
        5    0.000    0.000    0.000    0.000 iterative.py:70(set_docstring)
        1    0.000    0.000    0.000    0.000 history.py:36(DummyDB)
        3    0.000    0.000    0.000    0.000 core.py:805(__init__)
        1    0.000    0.000    0.000    0.000 text.py:32(LSString)
        1    0.000    0.000    0.000    0.000 traceback.py:223(FrameSummary)
        1    0.000    0.000    0.000    0.000 vi.py:55(TextObject)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
        4    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencoding}
        1    0.000    0.000    0.000    0.000 widgets.py:65(Widget)
        1    0.000    0.000    0.000    0.000 prefilter.py:567(MacroHandler)
        1    0.000    0.000    0.000    0.000 _policybase.py:267(Compat32)
        1    0.000    0.000    0.000    0.000 context.py:39(cpu_count)
        1    0.000    0.000    0.000    0.000 inputsplitter.py:455(IPythonInputSplitter)
        1    0.000    0.000    0.000    0.000 tddataset.py:77(TDDataSetRow)
        1    0.000    0.000    0.000    0.000 langcyrillicmodel.py:31(<module>)
        1    0.000    0.000    0.000    0.000 containers.py:793(ScrollOffsets)
        1    0.000    0.000    0.000    0.000 difflib.py:43(SequenceMatcher)
        2    0.000    0.000    0.000    0.000 rcsetup.py:493(validate_corner_mask)
        1    0.000    0.000    0.000    0.000 inputsplitter.py:165(InputSplitter)
        2    0.000    0.000    0.000    0.000 utils.py:183(is_windows)
        1    0.000    0.000    0.000    0.000 widgets.py:1016(MultiCursor)
        1    0.000    0.000    0.000    0.000 tempfile.py:136(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 crashhandler.py:74(CrashHandler)
        1    0.000    0.000    0.000    0.000 calendar.py:259(TextCalendar)
        1    0.000    0.000    0.000    0.000 arpack.py:378(_SymmetricArpackParams)
        1    0.000    0.000    0.000    0.000 widgets.py:2122(LassoSelector)
        1    0.000    0.000    0.000    0.000 index_tricks.py:223(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 loader.py:49(ArgumentParser)
        1    0.000    0.000    0.000    0.000 mathtext.py:102(MathtextBackend)
        1    0.000    0.000    0.000    0.000 optimize.py:717(create_obj_func_printer)
        8    0.000    0.000    0.000    0.000 loader.py:165(_ensure_subconfig)
        1    0.000    0.000    0.000    0.000 index_tricks.py:470(__init__)
        3    0.000    0.000    0.000    0.000 version.py:331(_cmp)
        2    0.000    0.000    0.000    0.000 subprocess.py:503(_cleanup)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2827(__str__)
        1    0.000    0.000    0.000    0.000 verbosityprinter.py:123(__init__)
        1    0.000    0.000    0.000    0.000 collections.py:1037(LineCollection)
        1    0.000    0.000    0.000    0.000 _version.py:18(NumpyVersion)
        1    0.000    0.000    0.000    0.000 alias.py:41(default_aliases)
        2    0.000    0.000    0.000    0.000 rcsetup.py:552(validate_bbox)
        1    0.000    0.000    0.000    0.000 backend_tools.py:654(ToolZoom)
        1    0.000    0.000    0.000    0.000 extras.py:1344(__init__)
        1    0.000    0.000    0.000    0.000 cookies.py:98(MockResponse)
        1    0.000    0.000    0.000    0.000 _ode.py:475(complex_ode)
        1    0.000    0.000    0.000    0.000 transforms.py:1692(Affine2DBase)
        1    0.000    0.000    0.000    0.000 profiler.py:51(Profiler)
        1    0.000    0.000    0.000    0.000 gzip.py:375(_GzipReader)
        1    0.000    0.000    0.000    0.000 gatestring.py:269(CompressedGateString)
        1    0.000    0.000    0.000    0.000 parser.py:370(_ymd)
        1    0.000    0.000    0.000    0.000 backend_tools.py:431(ToolViewsPositions)
        1    0.000    0.000    0.000    0.000 parse.py:275(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 sbcharsetprober.py:33(SingleByteCharSetProber)
        1    0.000    0.000    0.000    0.000 gaugegroup.py:48(__init__)
        1    0.000    0.000    0.000    0.000 _datasource.py:154(DataSource)
        1    0.000    0.000    0.000    0.000 pprint.py:72(_safe_key)
        1    0.000    0.000    0.000    0.000 traitlets.py:2268(List)
        1    0.000    0.000    0.000    0.000 labeldicts.py:115(OrderedGateDict)
        1    0.000    0.000    0.000    0.000 utils.py:1002(SafeEval)
        5    0.000    0.000    0.000    0.000 six.py:177(_get_module)
        1    0.000    0.000    0.000    0.000 capture.py:63(CapturedIO)
        1    0.000    0.000    0.000    0.000 getlimits.py:25(finfo)
        1    0.000    0.000    0.000    0.000 dataset.py:52(DataSetRow)
        2    0.000    0.000    0.000    0.000 __init__.py:341(_FuncPtr)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1425(wishart_gen)
        8    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        1    0.000    0.000    0.000    0.000 argparse.py:194(_Section)
        1    0.000    0.000    0.000    0.000 adapters.py:81(HTTPAdapter)
        1    0.000    0.000    0.000    0.000 _import_tools.py:9(PackageLoader)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:203(AddrlistClass)
        1    0.000    0.000    0.000    0.000 workspace.py:1297(WorkspaceOutput)
        7    0.000    0.000    0.000    0.000 files.py:43(check_file_permissions)
       24    0.000    0.000    0.000    0.000 six.py:75(_add_doc)
        1    0.000    0.000    0.000    0.000 gate.py:2154(LindbladParameterizedGate)
        1    0.000    0.000    0.000    0.000 calendar.py:69(<listcomp>)
        1    0.000    0.000    0.000    0.000 backgroundjobs.py:43(BackgroundJobManager)
        8    0.000    0.000    0.000    0.000 six.py:185(__get_module)
        6    0.000    0.000    0.000    0.000 six.py:131(<genexpr>)
        5    0.000    0.000    0.000    0.000 _inspect.py:145(<lambda>)
        1    0.000    0.000    0.000    0.000 spamvec.py:445(FullyParameterizedSPAMVec)
        1    0.000    0.000    0.000    0.000 graph_objs.py:1137(Figure)
        1    0.000    0.000    0.000    0.000 csr.py:23(csr_matrix)
        1    0.000    0.000    0.000    0.000 ultratb.py:580(ListTB)
        1    0.000    0.000    0.000    0.000 shlex.py:18(shlex)
        1    0.000    0.000    0.000    0.000 cookies.py:172(RequestsCookieJar)
        4    0.000    0.000    0.000    0.000 pretty.py:796(for_type_by_name)
        3    0.000    0.000    0.000    0.000 io.py:77(closed)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3873(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1275(addCondition)
        1    0.000    0.000    0.000    0.000 history.py:68(FileHistory)
        1    0.000    0.000    0.000    0.000 __init__.py:2784(Requirement)
        3    0.000    0.000    0.000    0.000 debugger.py:177(decorate_fn_with_doc)
        1    0.000    0.000    0.000    0.000 runner.py:120(TextTestRunner)
        2    0.000    0.000    0.000    0.000 {method 'strip' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 backend_tools.py:197(SetCursorBase)
        1    0.000    0.000    0.000    0.000 tz.py:31(tzutc)
        3    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 pyparsing.py:4100(Forward)
        1    0.000    0.000    0.000    0.000 backend_tools.py:381(ToolFullScreen)
        1    0.000    0.000    0.000    0.000 socket.py:532(SocketIO)
        2    0.000    0.000    0.000    0.000 {built-in method time.time}
        4    0.000    0.000    0.000    0.000 __init__.py:99(CFunctionType)
        1    0.000    0.000    0.000    0.000 token.py:12(_TokenType)
        1    0.000    0.000    0.000    0.000 eucjpprober.py:36(EUCJPProber)
        1    0.000    0.000    0.000    0.000 pickleshare.py:66(PickleShareDB)
        7    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
       16    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        1    0.000    0.000    0.000    0.000 multidataset.py:55(MultiDataSet)
        1    0.000    0.000    0.000    0.000 _datasource.py:74(__init__)
        1    0.000    0.000    0.000    0.000 workspace.py:1229(SwitchValue)
        1    0.000    0.000    0.000    0.000 matfuncs.py:180(MatrixPowerOperator)
